6989	Tangled Evidence	tt0025860	1934
6999	Waterloo Bridge	tt0022550	1931
7009	Three	tt0065094	1969
7019	Passions	tt0068843	1972
7029	Dark Harbor	tt0129023	1998
7039	Mr. Belvedere Rings the Bell	tt0043820	1951
7049	Crash Drive	tt0052710	1959
7059	Blind Man's Bluff	tt0027370	1936
7069	The Hallucinating Trip	tt0139573	1975
7079	This Man Is Dangerous	tt0045617	1953
7089	Altura	tt0041114	1949
7099	Bird of Paradise	tt0043343	1951
7109	Brilliant Marriage	tt0027399	1936
7119	Chinatown	tt0071315	1974
7129	The Kid from Left Field	tt0045958	1953
7139	King of the Coral Sea	tt0049409	1954
7149	Bachelor in Paradise	tt0054652	1961
7159	The Last Time I Saw Archie	tt0055074	1961
7169	The Loners	tt0068873	1972
7179	Terminal Choice	tt0090148	1985
6020	MURDER and murder	tt0116949	1996
6030	Cheech and Chong's Next Movie	tt0080520	1980
6040	Camino largo a Tijuana	tt0094830	1991
6050	Body Heat	tt0082089	1981
6060	The Incident	tt0061814	1967
6070	Hope and Glory	tt0093209	1987
6080	Camelot	tt0061439	1967
6090	The Haunting of Julia	tt0074611	1977
6100	The Servant	tt0057490	1963
6110	Going Ape!	tt0082457	1981
6120	Ace Ventura: When Nature Calls	tt0112281	1995
6130	Act of the Heart	tt0065370	1970
6140	Oh Dad, Poor Dad, Mamma's Hung You in the Closet and I'm Feelin' So Sad	tt0062067	1967
6150	The Bofors Gun	tt0062746	1968
6160	The War of the Planets	tt0059101	1966
6170	The Avenging	tt0083602	1982
6180	The Graduate	tt0061722	1967
6190	Carnal Knowledge	tt0066892	1971
6200	Repelsteeltje	tt0070601	1973
6210	Desire	tt0085429	1982
6220	Cover Me Babe	tt0065582	1970
6230	I Love My Wife	tt0065871	1970
6240	Let's Do It Again	tt0073282	1975
6250	Quicksilver	tt0091814	1986
6260	Pete 'n' Tillie	tt0069080	1972
6270	The Dove	tt0071438	1974
6280	Joan of Arc	tt0040491	1948
6290	Undercover	tt0086511	1984
6300	Sam's Song	tt0064924	1969
6310	Gidget Goes Hawaiian	tt0054923	1961
6320	Band of Angels	tt0050166	1957
6330	Terror at Black Falls	tt0056570	1962
6340	Go Man Go	tt0047032	1954
6350	Shadow of the Thin Man	tt0034172	1941
6360	A Perfect Couple	tt0079710	1979
6370	Shallow Grave	tt0111149	1994
6380	Penny and the Pownall Case	tt0040687	1948
6390	Shopping	tt0111173	1994
6400	Samurai Reincarnation	tt0082699	1981
6410	A State of Emergency	tt0092010	1986
6420	Woman of the Ganges	tt0070057	1974
6430	The Trip	tt0062395	1967
6440	Love Beat the Hell Outta Me	tt0183423	2000
6450	Love in Waiting	tt0040551	1948
6460	Holiday Week	tt0044708	1952
6470	The Loneliness of the Long Distance Runner	tt0056194	1962
6480	Muriel's Wedding	tt0110598	1994
6490	Riff-Raff	tt0100491	1991
6500	The Final Conflict	tt0082377	1981
6510	Grader Murphy	tt5182564	1989
6520	Twice Upon a Time	tt0252068	1988
6530	Maurice	tt0093512	1987
6540	Heroes Are Not Wet Behind the Ears	tt0077709	1978
6550	The Meaning of Life	tt0085959	1983
6560	I Learned It from Father	tt0057994	1964
6570	The Pornographers	tt0060560	1966
6580	Firebird: Daybreak Chapter	tt0077673	1978
6590	Ninnomiya Kinjiroh monogatari	tt0129264	1996
6600	The 400 Blows	tt0053198	1959
6610	Cop-Out	tt0061515	1967
6620	Anne Devlin	tt0193720	1984
6630	September 30, 1955	tt0078231	1977
6640	One Potato, Two Potato	tt0058429	1964
6650	The Apprenticeship of Duddy Kravitz	tt0071155	1974
6660	Five Easy Pieces	tt0065724	1970
6670	Chacun sa chance	tt0020751	1930
6680	L'homme de ma vie	tt0044172	1952
6690	Ride Out for Revenge	tt0050900	1957
6700	Sierra	tt0042963	1950
6710	The Name of the Rose	tt0091605	1986
6720	Good Morning Babylon	tt0093104	1987
6730	Babyface	tt0147867	1998
6740	Embryo	tt0074475	1976
6750	An Ambush of Ghosts	tt0106253	1993
6760	The Crossing	tt0099323	1990
6770	Go Tell It on the Mountain	tt2354049	1984
6780	The Loveless	tt0085872	1981
6790	My Little Pony: The Movie	tt0091584	1986
6800	After	tt1799508	2012
6810	Not Another Teen Movie	tt0277371	2001
6820	Paris by Night	tt0095823	1988
6830	Ett svårskött pastorat	tt0052261	1958
6840	Manrape	tt0077968	1978
6850	Anything Might Happen	tt0026078	1934
6860	The Boat from Shanghai	tt0021741	1931
6870	Journey Together	tt0038663	1945
6880	The Betrayal	tt0050186	1957
6890	Be Mine Tonight	tt0022658	1932
6900	East Is West	tt0020850	1930
6910	The Chance of a Lifetime	tt0035726	1943
6920	The Man in Grey	tt0036135	1943
6930	Courageous Mr. Penn	tt0033493	1942
6940	Sierra Passage	tt0042964	1950
6950	Hue and Cry	tt0039478	1947
6960	Britannia of Billingsgate	tt0023845	1933
6970	Dirnentragödie	tt0017812	1927
6980	Escape in the Sun	tt0186995	1956
6990	The Song of Bernadette	tt0036377	1943
7000	Stranglehold	tt0021419	1931
7010	Journey Into Fear	tt0073213	1975
7020	Imitation of Christ	tt0207531	1967
7030	Floating	tt0139216	1997
7040	The Young Guns	tt0049974	1956
7050	Part-Time Wife	tt0055280	1961
7060	The High Command	tt0027741	1937
7070	Siempre vuelven de madrugada	tt0040784	1949
7080	Poison Ivy	tt0046115	1953
7090	Behind Closed Shutters	tt0042842	1951
7100	Home in Indiana	tt0036926	1944
7110	It Couldn't Have Happened (But It Did)	tt0027807	1936
7120	The Cyclops	tt0050281	1957
7130	Tonight We Sing	tt0046441	1953
7140	World Without End	tt0049964	1956
7150	The Honeymoon Machine	tt0054989	1961
6021	Made for Each Other	tt0067377	1971
6031	Nice Dreams	tt0082163	1981
6041	Cabeza de Vaca	tt0101529	1991
6051	Eyewitness	tt0082353	1981
6061	The Subject Was Roses	tt0063654	1968
6071	The Belly of an Architect	tt0092637	1987
6081	Goin' South	tt0077621	1978
6091	Reuben, Reuben	tt0084591	1983
6101	First Blood	tt0083944	1982
6111	Terms of Endearment	tt0086425	1983
6121	Running Hot	tt0088025	1984
6131	The Bachelor Party	tt0050156	1957
6141	Plaza Suite	tt0067589	1971
6151	The Small World of Sammy Lee	tt0052205	1963
6161	Texas, Adios	tt0060143	1966
6171	Border Shootout	tt0097720	1990
6181	Madigan's Millions	tt0063303	1968
6191	Who's That Knocking at My Door	tt0063803	1967
6201	Turkish Delight	tt0070842	1973
6211	Laboratory	tt0229523	1980
6221	Willard	tt0067991	1971
6231	Apache	tt0046719	1954
6241	Touched by Love	tt0081646	1980
6251	Open House	tt0093676	1987
6261	A Wedding	tt0078481	1978
6271	Crime and Passion	tt0072600	1976
6281	Whirlpool	tt0042039	1950
6291	The Philadelphia Experiment	tt0087910	1984
6301	Hi, Mom!	tt0065836	1970
6311	The Other Kind of Love	tt0015203	1924
6321	Bombers B-52	tt0050204	1957
6331	Bus Stop	tt0049038	1956
6341	Sayonara	tt0050933	1957
6351	A Yank on the Burma Road	tt0035574	1942
6361	Marat/Sade	tt0060668	1967
6371	Blue Juice	tt0112537	1995
6381	Alias John Preston	tt0048938	1955
6391	Tale of the Mummy	tt0127919	1998
6401	Shadow of China	tt0102895	1989
6411	Our Winning Season	tt0078047	1978
6421	The High Cost of Loving	tt0051721	1958
6431	Psych-Out	tt0063469	1968
6441	Fantastic Four	tt0120667	2005
6451	Murder at 3am	tt0046106	1953
6461	Roadhouse Girl	tt0046045	1953
6471	Private Potter	tt0056376	1962
6481	Cosi	tt0115951	1996
6491	Priest	tt0110889	1994
6501	Emma's War	tt0091008	1987
6511	I Love You, I Love You Not	tt0116592	1996
6521	Krull	tt0085811	1983
6531	Where Angels Fear to Tread	tt0103243	1991
6541	For 200 Grand, You Get Nothing Now	tt0084526	1982
6551	Strange Brew	tt0086373	1983
6561	Spukschloß im Salzkammergut	tt0059748	1966
6571	Tora-San's Cherished Mother	tt0066607	1969
6581	Bitterness of Youth	tt0072135	1974
6591	Iceman	tt0087452	1984
6601	Boulevard	tt0053671	1960
6611	Le Beau Serge	tt0051404	1958
6621	Maeve	tt0277122	1983
6631	Ghost Fever	tt0093088	1986
6641	The Bell Jar	tt0078843	1979
6651	The Second Coming of Suzanne	tt0072130	1974
6661	Born to Win	tt0066856	1971
6671	La vieille dame indigne	tt0059875	1965
6681	Inside a Girls' Dormitory	tt0045700	1953
6691	The Strange Love of Martha Ivers	tt0038988	1946
6701	Cheer the Brave	tt0043399	1951
6711	Twisted	tt0092122	1986
6721	Milan noir	tt0093538	1988
6731	Sleeping Dogs Lie	tt0164895	1998
6741	From Hell to Texas	tt0051636	1958
6751	The Road Killers	tt0110999	1994
6761	Hammers Over the Anvil	tt0101996	1993
6771	Panther	tt0114084	1995
6781	Roadhouse 66	tt0088008	1984
6791	There Goes the Neighborhood	tt0105573	1992
6801	The Purity Code	tt3281682	\N
6811	The Perfect Score	tt0314498	2004
6821	Fools of Fortune	tt0099594	1990
6831	The Monkey King	tt0059855	1963
6841	47:an Löken blåser på!	tt0069667	1972
6851	Maria Marten, or The Murder in the Red Barn	tt0026743	1935
6861	Yellow Stockings	tt0019604	1928
6871	Warning to Wantons	tt0040950	1949
6881	A Son Is Born	tt0038966	1946
6891	Early to Bed	tt0023974	1933
6901	Four Daughters	tt0030149	1938
6911	Kansas City Kitty	tt0036978	1944
6921	Babes on Swing Street	tt0036623	1944
6931	A.J. Cronin's Hatter's Castle	tt0033692	1942
6941	Home Town Story	tt0043651	1951
6951	Train of Events	tt0041982	1949
6961	The First Offence	tt0024015	1936
6971	Hocuspocus	tt0020982	1930
6981	Men Against the Sun	tt0246075	1953
6991	The Eve of St. Mark	tt0036803	1944
7001	Keepers of Youth	tt0022019	1931
7011	The Legend of Hillbilly John	tt0070295	1972
7021	Lonesome Cowboys	tt0063236	1968
7031	The Next Step	tt0113968	1997
7041	The Restless Breed	tt0050893	1957
7051	Tarnished Heroes	tt0055504	1961
7061	Whistle Down the Wind	tt0055618	1961
7071	Despertó su corazón	tt0041292	1949
7081	Jailbirds	tt0046735	1954
7091	L'ultima sentenza	tt0044161	1951
7101	In the Meantime, Darling	tt0036955	1944
7111	Come to the Stable	tt0041257	1949
7121	Daughter of Dr. Jekyll	tt0050292	1957
7131	The Delinquents	tt0050302	1957
7141	Step Down to Terror	tt0052245	1958
7151	King Creole	tt0051818	1958
7173	Bananas	tt0066808	1971
6022	The Day of the Dolphin	tt0069946	1973
6032	Medium Cool	tt0064652	1969
6042	Crónica de familia	tt0088971	1986
6052	Walls of Glass	tt0090286	1985
6062	No Drums, No Bugles	tt0067497	1972
6072	Twins	tt0096320	1988
6082	The Legend of the Lone Ranger	tt0082648	1981
6092	Merry Christmas Mr. Lawrence	tt0085933	1983
6102	Gorky Park	tt0085615	1983
6112	Metalstorm: The Destruction of Jared-Syn	tt0085935	1983
6122	The Wild Life	tt0088402	1984
6132	Edge of the City	tt0050347	1957
6142	Joy of Sex	tt0087513	1984
6152	Circle of Deception	tt0054750	1960
6162	Django	tt0060315	1966
6172	An Eye for an Eye	tt0082350	1981
6182	John and Mary	tt0064513	1969
6192	Mean Streets	tt0070379	1973
6202	Das Amulett des Todes	tt0071138	1975
6212	De colores	tt0294508	1968
6222	The Only Way Home	tt0242743	1972
6232	Target Zero	tt0048698	1955
6242	McHale's Navy	tt0058336	1964
6252	The Evil That Men Do	tt0087222	1984
6262	HealtH	tt0079256	1980
6272	High Rolling in a Hot Corvette	tt0076144	1977
6282	Crisis	tt0042352	1950
6292	Eddie and the Cruisers II: Eddie Lives!	tt0097262	1989
6302	The Death Collector	tt0072855	1976
6312	Arrowhead	tt0045518	1953
6322	Girl on the Run	tt0051661	1958
6332	Man on Fire	tt0050682	1957
6342	Cash McCall	tt0052680	1960
6352	Undercover Maisie	tt0039935	1947
6362	The Benefit of the Doubt	tt0061396	1967
6372	The Pillow Book	tt0114134	1996
6382	The Curse of Frankenstein	tt0050280	1957
6392	London Kills Me	tt0102328	1991
6402	Woman Rose	tt0118189	1996
6412	The Seniors	tt0078228	1978
6422	Lonely Are the Brave	tt0056195	1962
6432	The Alarmist	tt0119534	1997
6442	Idle Hands	tt0138510	1999
6452	A Boy, a Girl and a Bike	tt0041203	1949
6462	Wheel of Fate	tt0046543	1953
6472	Billy Liar	tt0056868	1963
6482	Der sanfte Lauf	tt0062230	1967
6492	Go Now	tt0113184	1995
6502	Initiation	tt0094385	1987
6512	Gattaca	tt0119177	1997
6522	L'étincelle	tt0088468	1986
6532	Damage	tt0104237	1992
6542	Vagabond	tt0089960	1985
6552	Streets of Fire	tt0088194	1984
6562	Night Head	tt0113980	1995
6572	Tora-san, the Good Samaritan	tt0067539	1971
6582	The Yellow Handkerchief	tt0076935	1977
6592	Year of the Dragon	tt0090350	1985
6602	Love at Twenty	tt0055747	1962
6612	Les Bonnes Femmes	tt0053666	1960
6622	The Tall Guy	tt0098436	1989
6632	The London Connection	tt0079481	1979
6642	Closing the Deal	tt0235302	2000
6652	Hairspray	tt0095270	1988
6662	A Gunfight	tt0067168	1971
6672	Two Men in Town	tt0069967	1973
6682	L'échappatoire	tt0076964	1977
6692	I Walk Alone	tt0039482	1947
6702	Scotland Yard Inspector	tt0045128	1952
6712	Delusion	tt0101704	1991
6722	Beethoven	tt0103786	1992
6732	Hollywood Palms	tt0170008	2001
6742	The Young Land	tt0053461	1959
6752	Fall Time	tt0113014	1995
6762	Proof	tt0102721	1991
6772	Vampire in Brooklyn	tt0114825	1995
6782	To Live and Die in L.A.	tt0090180	1985
6792	We're Back! A Dinosaur's Story	tt0108526	1993
6802	Pastime	tt0105109	1990
6812	Little Giants	tt0110364	1994
6822	Forget About Me	tt0099600	1990
6832	Salka Valka	tt0047442	1954
6842	Maria	tt0073354	1975
6852	Facing the Music	tt0023999	1933
6862	Meet My Sister	tt0024319	1933
6872	One Wild Oat	tt0043884	1951
6882	Bush Christmas	tt0039231	1947
6892	Friday the Thirteenth	tt0024037	1933
6902	Blackwell's Island	tt0031103	1939
6912	The Virginia Judge	tt0027177	1935
6922	Chip Off the Old Block	tt0036710	1944
6932	Love on the Dole	tt0033853	1941
6942	Lilli Marlene	tt0042679	1950
6952	Blackout	tt0042258	1950
6962	The Ghost Camera	tt0024054	1933
6972	Der Weg nach Rio	tt0021538	1931
6982	His Excellency	tt0044711	1952
6992	Wing and a Prayer	tt0037466	1944
7002	Uneasy Virtue	tt0022519	1931
7012	The Love Merchant	tt0059405	1966
7022	Lions Love (... and Lies)	tt0064591	1969
7032	Rotten to the Core	tt0059660	1965
7042	The Cool and the Crazy	tt0051488	1958
7052	A Coming-Out Party	tt0055593	1961
7062	A Kind of Loving	tt0056141	1962
7072	Mi adorado Juan	tt0041649	1950
7082	The Gendarme of Champignol	tt0157691	1959
7092	A Devil with Women	tt0020822	1930
7102	Winged Victory	tt0037467	1944
7112	Abie's Irish Rose	tt0038283	1946
7122	China Venture	tt0045624	1953
7132	Hear Me Good	tt0050488	1957
7142	Margie	tt0038727	1946
7152	Lonelyhearts	tt0053017	1958
7162	Handle with Care	tt0051697	1958
7172	Take the Money and Run	tt0065063	1969
7182	Far North	tt0095135	1988
6023	A Touch of Class	tt0070819	1973
6033	The Hired Hand	tt0067204	1971
6043	Tres son peor que una	tt0234921	1992
6053	The Luckiest Man in the World	tt0097792	1989
6063	Talk Radio	tt0096219	1988
6073	Letter to Brezhnev	tt0089477	1985
6083	Back to the Future	tt0088763	1985
6093	Britannia Hospital	tt0083694	1982
6103	Never Cry Wolf	tt0086005	1983
6113	Mischief	tt0089601	1985
6123	Mask	tt0089560	1985
6133	Darby's Rangers	tt0051519	1958
6143	Real Genius	tt0089886	1985
6153	The Queen's Guards	tt0055348	1961
6163	The Cry Baby Killer	tt0051500	1958
6173	Ruckus	tt0084611	1980
6183	A Star Is Born	tt0075265	1976
6193	That's the Way of the World	tt0073703	1975
6203	Crescendo	tt0064188	1970
6213	Deadly Jacks	tt0294510	1968
6223	The Magic of Make-up	tt0035013	1942
6233	Gang War	tt0051647	1958
6243	McHale's Navy Joins the Air Force	tt0059437	1965
6253	The Night Before	tt0095730	1988
6263	Diner	tt0083833	1982
6273	The Fog	tt0080749	1980
6283	Flying	tt0091065	1986
6293	Night of the Running Man	tt0110668	1995
6303	Dear Mr. Wonderful	tt0083804	1982
6313	Alaska Seas	tt0046692	1954
6323	We Go to Monte Carlo	tt0043818	1953
6333	Town Without Pity	tt0055539	1961
6343	Reform School Girl	tt0050890	1957
6353	Hondo	tt0045883	1953
6363	Negatives	tt0063338	1968
6373	The Innocent	tt0089341	1985
6383	Let Him Have It	tt0102288	1991
6393	Different for Girls	tt0116102	1996
6403	Two English Girls	tt0066989	1971
6413	Mission Hill	tt0084337	1982
6423	The Spiral Road	tt0056516	1962
6433	Private Parts	tt0119951	1997
6443	Paranoid	tt0197750	2000
6453	Diamond City	tt0041294	1949
6463	The End of the Affair	tt0048034	1955
6473	Sharon's Baby	tt0072867	1975
6483	The Marquise of O	tt0074870	1976
6493	Hackers	tt0113243	1995
6503	The Girl Who Came Late	tt0101953	1992
6513	Beyond the Ocean	tt0418985	2006
6523	Zoeken naar Eileen	tt0094382	1987
6533	Body Contact	tt0092683	1987
6543	Le complexe du kangourou	tt0090870	1986
6553	Club Paradise	tt0090856	1986
6563	The Perfect Education	tt0263854	1999
6573	Ezo yakata no ketto	tt0065713	1970
6583	No More Easy Life	tt0079570	1979
6593	Echoes of Paradise	tt0092946	1987
6603	Friend or Foe	tt0082420	1982
6613	A Private Enterprise	tt0067619	1974
6623	Beltenebros	tt0101431	1991
6633	Thumbelina	tt0111419	1994
6643	No Expectations	tt1999932	2011
6653	Find the Lady	tt0027619	1936
6663	The Three Sisters	tt0061092	1966
6673	La demoiselle et son revenant	tt0044535	1952
6683	Faute de soleil	tt0113042	1995
6693	Out of the Past	tt0039689	1947
6703	The Glass Tomb	tt0048123	1955
6713	Endsville	tt0202864	2000
6723	Beethoven's 2nd	tt0106375	1993
6733	Double Bang	tt0251057	2001
6743	Key Witness	tt0053993	1960
6753	Sex & the Other Man	tt0112628	1995
6763	Operation C.I.A.	tt0059548	1965
6773	The Legend of 1900	tt0120731	1998
6783	Rumble Fish	tt0086216	1983
6793	Wedding in White	tt0069489	1972
6803	South Central	tt0105450	1992
6813	The Boys Club	tt0118763	1996
6823	Rhinoceros Hunting in Budapest	tt0117472	1997
6833	Storm över Tjurö	tt0047527	1954
6843	The American Dream	tt0074439	1976
6853	Norah O'Neale	tt0025313	1934
6863	The Feathered Serpent	tt0025105	1934
6873	The Massacre of Glencoe	tt1176908	1971
6883	The Loves of Joanna Godden	tt0039587	1947
6893	Turn of the Tide	tt0027140	1935
6903	Daughters Courageous	tt0031212	1939
6913	The Accusing Finger	tt0027253	1936
6923	The Merry Monahans	tt0037070	1944
6933	Canon City	tt0040210	1948
6943	Judgment Deferred	tt0044773	1952
6953	Raiders in the Sky	tt0045513	1953
6963	Emergency Landing	tt0033576	1941
6973	Cross Channel	tt0047963	1955
6983	Fanciulle di lusso	tt0045746	1953
6993	The Bride of the Lake	tt0024912	1934
7003	Lisbon Story	tt0038693	1946
7013	The Swap and How They Make It	tt0061050	1966
7023	Sweet Skin	tt0057536	1963
7033	Georgy Girl	tt0060453	1966
7043	The Time Machine	tt0054387	1960
7053	Kill or Cure	tt0056139	1962
7063	The Running Man	tt0057463	1963
7073	Captain Ardant	tt0044473	1951
7083	Quattro rose rosse	tt0043945	1951
7093	Up the River	tt0021508	1930
7103	City Across the River	tt0041251	1949
7113	Red River	tt0040724	1948
7123	Riot in Cell Block 11	tt0047417	1954
7133	The Bonnie Parker Story	tt0051430	1958
7143	Chicken Every Sunday	tt0040229	1949
7153	The Plunderers	tt0054190	1960
7163	Imitation General	tt0051767	1958
6024	Nickel Mountain	tt0089683	1984
6034	High Plains Drifter	tt0068699	1973
6044	Pueblo sin suerte	tt0339540	2002
6054	The Milkman	tt0042733	1950
6064	Prisoners of Inertia	tt0098128	1989
6074	Manifesto	tt0097826	1988
6084	Straight Time	tt0078326	1978
6094	Donkeys	tt1134846	2010
6104	New Generation	tt0079622	1979
6114	Secret Admirer	tt0089981	1985
6124	Tro, håb og kærlighed	tt0088299	1984
6134	Taps	tt0083169	1981
6144	The Heart Within	tt0050489	1957
6154	Small Hotel	tt0050984	1957
6164	The Wild Ride	tt0054475	1960
6174	Midnight Madness	tt0081159	1980
6184	Big Wednesday	tt0077235	1978
6194	The Holly and the Ivy	tt0044716	1952
6204	The Asphyx	tt0069738	1972
6214	Record City	tt0076604	1978
6224	Beyond the Last Frontier	tt0035676	1943
6234	Between Two Women	tt0036640	1945
6244	Black Like Me	tt0057889	1964
6254	Eddie and the Cruisers	tt0085475	1983
6264	Forty Deuce	tt0083962	1982
6274	Creepshow	tt0083767	1982
6284	Alambrista!	tt0075654	1977
6294	Losin' It	tt0085868	1983
6304	Love at First Sight	tt0071777	1977
6314	That Certain Feeling	tt0049841	1956
6324	Secret People	tt0044014	1952
6334	The Invisible Boy	tt0050546	1957
6344	I vinti	tt0045294	1953
6354	Summer and Smoke	tt0055489	1961
6364	To Have and Have Not	tt0037382	1944
6374	Lamb	tt0091375	1985
6384	Jude	tt0116722	1996
6394	Les 1001 nuits	tt0098961	1990
6404	Noroît	tt0074974	1976
6414	Tin Men	tt0094155	1987
6424	My Cousin Vinny	tt0104952	1992
6434	Mystery, Alaska	tt0134618	1999
6444	The Adventures of Picasso	tt0078084	1978
6454	The Phantom Strikes	tt0030174	1938
6464	The Abominable Snowman	tt0050095	1957
6474	Raku Fire	tt0076596	1977
6484	The Wild Duck	tt0075430	1976
6494	Trainspotting	tt0117951	1996
6504	Deadly Jaws	tt0072303	1974
6514	Magic Hunter	tt0109356	1994
6524	Au Pair	tt0109171	1994
6534	Liberation	tt0110341	1994
6544	Les bois noirs	tt0096965	1989
6554	With Six You Get Eggroll	tt0063821	1968
6564	Freezing Point	tt0060528	1966
6574	Miyamoto Musashi	tt0070761	1973
6584	Invasion of the Neptune Men	tt0055562	1961
6594	Manon	tt0082711	1981
6604	It's Not Cricket	tt0029059	1937
6614	Women and Bloody Terror	tt0065222	1970
6624	Footlight Frenzy	tt0304032	1984
6634	Angel in Training	tt0166986	1999
6644	Dirty Lily	tt0075943	1978
6654	Strange Cargo	tt0028317	1936
6664	Who's Afraid of Virginia Woolf?	tt0061184	1966
6674	Le bon Dieu sans confession	tt0045569	1953
6684	Jaune le soleil	tt0067263	1971
6694	Buster Keaton Rides Again	tt0059000	1965
6704	Up the Academy	tt0081695	1980
6714	White Men Can't Jump	tt0105812	1992
6724	Return to Macon County	tt0073624	1975
6734	Tammy and the Doctor	tt0057558	1963
6744	Picnic	tt0048491	1955
6754	Jury Duty	tt0113500	1995
6764	Navajo Joe	tt0061587	1966
6774	Return to Waterloo	tt0089909	1984
6784	The Pope of Greenwich Village	tt0087932	1984
6794	Hester Street	tt0073107	1975
6804	Showgirls	tt0114436	1995
6814	Wild America	tt0120512	1997
6824	Basic Instinct	tt0103772	1992
6834	Adam och Eva	tt0056812	1963
6844	Giliap	tt0073045	1975
6854	Song at Eventide	tt0025811	1934
6864	Silver Top	tt0030749	1938
6874	The Girl in a Swing	tt0097435	1988
6884	The Mark of Cain	tt0039611	1947
6894	The Man Who Made Diamonds	tt0029203	1937
6904	Her First Affaire	tt0024108	1932
6914	The Arizona Raiders	tt0027308	1936
6924	Blonde Venus	tt0022698	1932
6934	He Walked by Night	tt0040427	1948
6944	An Inspector Calls	tt0047119	1954
6954	The Baby and the Battleship	tt0048974	1956
6964	Dangerous Business	tt0038447	1946
6974	The Warriors	tt0047975	1955
6984	Paratrooper	tt0046161	1953
6994	Sing As We Go!	tt0025796	1934
7004	The Trojan Brothers	tt0039049	1946
7014	The Nude Restaurant	tt0062055	1967
7024	The Inner Scar	tt0068380	1972
7034	Sequestro di persona	tt0063582	1968
7044	Where the Boys Are	tt0054469	1960
7054	Village of Daughters	tt0056659	1962
7064	Girl with Green Eyes	tt0058142	1964
7074	Ça va barder	tt0047697	1955
7084	Alerte au sud	tt0045496	1953
7094	The Bad Sister	tt0021636	1931
7104	Perfect Strangers	tt0042841	1950
7114	All the King's Men	tt0041113	1949
7124	Baby Face Nelson	tt0050155	1957
7134	The Hawk	tt0026456	1935
7144	Mr. Belvedere Goes to College	tt0041662	1949
7154	Peer Gynt	tt0034010	1941
7164	Did You Hear the One About the Traveling Saleslady?	tt0062890	1968
7174	The Money	tt0073399	1976
7158	West Side Story	tt0055614	1961
7168	The Cat from Outer Space	tt0077305	1978
7178	Amityville 3-D	tt0085159	1983
7188	Robbery Under Arms	tt0050904	1957
7198	The Rain People	tt0064873	1969
7208	King Kong	tt0074751	1976
7218	Shoot Out	tt0067750	1971
7228	Play Nice	tt0105147	1992
7238	Butterflies in Heat	tt1824929	1979
7248	Better Late Than Never	tt0083647	1983
7258	It's Only Money	tt0056110	1962
7268	Reality Bites	tt0110950	1994
7278	Home of the Brave	tt0041481	1949
7288	Stacey	tt0070727	1973
7298	Tell Them Willie Boy Is Here	tt0065079	1969
7308	Girls Town	tt0052850	1959
7318	The Curse of the Living Corpse	tt0057985	1964
7328	O.C. and Stiggs	tt0089715	1985
7338	Babes in Toyland	tt0054649	1961
7348	The Pawnbroker	tt0059575	1964
7358	Close Encounters of the Third Kind	tt0075860	1977
7368	The Wild Child	tt0064285	1970
7378	Joe	tt0065916	1970
7388	The Strawberry Statement	tt0066415	1970
7398	Agente XU 777	tt0056815	1963
7408	The Jerusalem File	tt0068763	1972
7418	An Angel from Texas	tt0032207	1940
7428	True Grit	tt0065126	1969
7438	The Raid	tt0047388	1954
7448	The Charge at Feather River	tt0045621	1953
7458	Chilly Scenes of Winter	tt0079278	1979
7468	Dutch	tt0101786	1991
7478	Chasing Amy	tt0118842	1997
7488	Paramedics	tt0093702	1988
7498	Running on Empty	tt0084616	1982
7508	One Eight Seven	tt0118531	1997
7518	Twin Peaks: Fire Walk with Me	tt0105665	1992
7528	Tammy and the T-Rex	tt0111361	1994
7538	Dante's View	tt0138389	1998
7548	The Day of the Jackal	tt0069947	1973
7558	Max Dugan Returns	tt0085919	1983
7568	Tug	tt1215486	2010
7578	Children of the Corn	tt0087050	1984
7588	Cameron's Closet	tt0097008	1988
7598	Bilitis	tt0075753	1977
7608	Damned River	tt0097146	1989
7618	Turk 182!	tt0090217	1985
7628	La vacanza	tt0065161	1971
7638	20th Century Oz	tt0075030	1976
7648	Time Walker	tt0084796	1982
7658	27A	tt0071084	1974
7668	Touch and Go	tt0081645	1980
7678	O aristeidis kai ta koritsia tou	tt0206561	1964
7688	In the Highest of Skies	tt0074956	1977
7698	The Voyeur	tt0065192	1970
7708	Candyman	tt0103919	1992
7718	Liebe mit 16	tt0071752	1974
7728	The Chase	tt0060232	1966
7738	Ginger in the Morning	tt0070107	1974
7748	Turtle Beach	tt0103141	1992
7758	Bonnie & Clyde: The True Story	tt0103858	1992
7768	Clueless	tt0112697	1995
7778	Frankenstein Must Be Destroyed	tt0065738	1969
7788	Gangster Wars	tt0082434	1981
7798	Report to the Commissioner	tt0073620	1975
7808	Sky Commando	tt0046326	1953
7818	Scream 2	tt0120082	1997
7828	Distant Voices, Still Lives	tt0095037	1988
7838	Good Brutha Bad Brutha	tt2857286	2013
7848	La fleur de l'âge, ou Les adolescentes	tt0058103	1964
7858	The Locusts	tt0119557	1997
7868	Go Fish	tt0109913	1994
7160	A Girl Named Tamiko	tt0056021	1962
7170	Donovan's Reef	tt0057007	1963
7180	The Adventure of Faustus Bidgood	tt0090593	1986
7190	Wolfen	tt0083336	1981
7200	High Road to China	tt0085678	1983
7210	How to Beat the High Co$t of Living	tt0080895	1980
7220	The Hunger	tt0085701	1983
7230	Escape from Alcatraz	tt0079116	1979
